Title,Year,Rated,Released,Runtime,Genre,Director,Writer,Actors,Language,Country,Awards,Metascore,IMDBRating,imdbVotes,imdbID,movieId,title,genres,movie_title,year
Shark Attack Files,2021,TV-14,12 Jul 2021,-1,Documentary,,,"Matt The Welder, Wyatt Werneth, Melissa Márquez",English,United States,,-1.0,-1.0,20,tt14811706,,,,,
Shark Attack Investigation: The Paige Winter Story,2021,TV-14,12 Jul 2021,-1,Documentary,,,"Keaver Brenai, Mike Heithaus, Laura Garcia Barcia",English,United States,,-1.0,-1.0,20,tt14811754,,,,,
We Bought a Zoo,2011,PG,23 Dec 2011,124,Comedy|Drama|Family,Cameron Crowe,"Aline Brosh McKenna, Cameron Crowe, Benjamin Mee","Matt Damon, Scarlett Johansson, Thomas Haden Church","English, Spanish",United States,1 win & 8 nominations,58.0,7.1,"141,820",tt1389137,91653.0,We Bought a Zoo (2011),Comedy|Drama,We Bought a Zoo,2011.0
World's Most Dangerous Shark,2021,TV-14,16 Jul 2021,-1,Documentary,,,,English,United States,,-1.0,-1.0,14,tt14811630,,,,,
So Random!,2011,TV-G,05 Jun 2011,22,Comedy|Family|Musical,,"Steve Marmel, Michael Feldman","Tiffany Thornton, Doug Brochu, Brandon Mychal Smith",English,United States,1 nomination,-1.0,4.7,"2,358",tt1934818,,,,,
Flicka,2006,PG,20 Oct 2006,95,Adventure|Drama|Family,Michael Mayer,"Mark Rosenthal, Lawrence Konner, Mary O'Hara","Alison Lohman, Tim McGraw, Maria Bello",English,"United States, United Kingdom",3 nominations,57.0,6.1,"7,943",tt0434215,48791.0,Flicka (2006),Children|Drama,Flicka,2006.0
Orca vs. Great White,2021,TV-14,09 Jul 2021,-1,Documentary,,,,English,,,-1.0,5.3,71,tt14811196,,,,,
Rogue Shark?,2021,TV-14,09 Jul 2021,-1,Documentary,,,Mocean Melvin,English,United States,,-1.0,6.9,30,tt14791580,,,,,
Shark Beach with Chris Hemsworth,2021,TV-PG,09 Jul 2021,45,Documentary,Sally Aitken,Benjamin Grayson,"Chris Hemsworth, Valerie Taylor, Mick Fanning",English,United States,,-1.0,6.7,260,tt12833014,,,,,
Shark Gangs,2021,TV-14,09 Jul 2021,-1,Documentary,Pete Berg,,"Dave Hoffman, Christopher Lowe, Andre Musgrove",English,,,-1.0,6.6,26,tt14811278,,,,,
When Sharks Attack,2013,TV-14,01 May 2013,-1,Documentary,,,"Eric Meyers, David A. Ebert, Dan Huber",English,United States,,-1.0,6.7,92,tt3097686,,,,,
Breaking Bobby Bones,2021,G,31 May 2021,-1,Documentary,,,"Bobby Bones, Janeshia Adams-Ginyard",English,United States,,-1.0,-1.0,53,tt14760138,,,,,
Mickey Mouse: Mixed-Up Adventures,2019,TV-Y,14 Oct 2019,-1,Animation,,,"Corey Burton, Patton Oswalt, Jim Cummings",English,United States,2 nominations,-1.0,7.1,44,tt11130978,,,,,
Monsters at Work,2021,TV-G,07 Jul 2021,-1,Animation|Adventure|Comedy,,Bobs Gannaway,"Billy Crystal, Ben Feldman, Mindy Kaling",English,United States,1 win,-1.0,7.1,"6,280",tt8610082,,,,,
"The Good, the Bart, and the Loki",2021,TV-PG,07 Jul 2021,4,Animation|Short|Action,David Silverman,"Elisabeth Kiernan Averick, Jessica Conrad, John Frink","Dan Castellaneta, Nancy Cartwright, Yeardley Smith",English,United States,,-1.0,6.1,"3,322",tt14957270,,,,,
The Sandlot,1993,PG,07 Apr 1993,101,Comedy|Drama|Family,David Mickey Evans,"David Mickey Evans, Robert Gunter","Tom Guiry, Mike Vitar, Art LaFleur",English,United States,1 nomination,55.0,7.8,"87,999",tt0108037,,,,,
The Sandlot 2,2005,PG,03 May 2005,97,Comedy|Family|Sport,David Mickey Evans,"David Mickey Evans (characters), Robert Gunter (characters), David Mickey Evans","Max Lloyd-Jones, James Willson, Samantha Burton, Brett Kelly","American Sign Language, English",USA,1 win & 3 nominations.,-1.0,4.5,"4,944",tt0418131,170305.0,The Sandlot 2 (2005),Children|Comedy,The Sandlot 2,2005.0
The Mysterious Benedict Society,2021,TV-PG,25 Jun 2021,-1,Action|Adventure|Comedy,,,"Tony Hale, Kristen Schaal, Mystic Inscho",English,United States,2 nominations,-1.0,7.7,"3,472",tt11875316,,,,,
Wolfgang,2021,TV-PG,25 Jun 2021,78,Documentary|Biography,David Gelb,Brian McGinn,"Sidney Poitier, Sean Connery, Paul Newman","English, German",United States,,64.0,6.9,356,tt11146690,,,,,
Dino Ranch,2021,TV-Y,18 Jan 2021,-1,Animation|Adventure|Comedy,,Matthew Fernandes,"Ava Ro, Scott Gorman, Tyler James Nathan",,Canada,1 nomination,-1.0,7.7,96,tt13858416,,,,,
Luca,2021,PG,18 Jun 2021,95,Animation|Adventure|Comedy,Enrico Casarosa,"Enrico Casarosa, Jesse Andrews, Simon Stephenson","Jacob Tremblay, Jack Dylan Grazer, Emma Berman","English, Italian",United States,Nominated for 1 Oscar. 3 wins & 72 nominations total,71.0,7.5,"144,319",tt12801262,,,,,
The Happiest Millionaire,1967,Approved,10 Jul 1968,141,Comedy|Family|Musical,Norman Tokar,"Kyle Crichton, Cordelia Drexel Biddle, AJ Carothers","Fred MacMurray, Tommy Steele, Greer Garson",English,United States,Nominated for 1 Oscar. 2 nominations total,-1.0,6.8,"2,101",tt0061749,,,,,
Zenimation,2020,TV-PG,22 May 2020,8,Animation|Short|Family,,David Bess,Nicol Zanzarella,,United States,,-1.0,7.4,408,tt12372034,,,,,
Loki,2021,TV-14,09 Jun 2021,-1,Action|Adventure|Fantasy,,Michael Waldron,"Tom Hiddleston, Owen Wilson, Gugu Mbatha-Raw",English,United States,5 wins & 24 nominations,-1.0,8.3,"271,331",tt9140554,,,,,
Red Tails,2012,PG-13,20 Jan 2012,125,Action|Drama|History,Anthony Hemingway,"John Ridley, Aaron McGruder, John B. Holway","Cuba Gooding Jr., Gerald McRaney, David Oyelowo","English, Italian, German",United States,2 wins & 9 nominations,46.0,5.9,"35,272",tt0485985,92234.0,Red Tails (2012),Action|Adventure|Drama|War,Red Tails,2012.0
Us Again,2021,G,05 Mar 2021,7,Animation|Short|Drama,Zach Parrish,Zach Parrish,,English,United States,3 wins,-1.0,7.8,"6,283",tt14062858,,,,,
Dinner is Served,2021,G,23 Mar 2021,-1,Short|Horror,Willy Adkins,Willy Adkins,"Tank Hurley, Native Rose",English,United States,,-1.0,-1.0,-1,tt14310950,,,,,
Growing Fangs,2021,G,13 Aug 2021,18,Short,Ann Marie Pace,Ann Marie Pace,"Cristela Alonzo, Sean Burgos, Nicole Goosby","Spanish, English",United States,1 nomination,-1.0,-1.0,43,tt15090776,,,,,
Ice Road Rescue,2015,G,31 Aug 2015,45,Documentary|Reality-TV,,,"Thord Paulsen, David Wartnaby, Bjørn Lægreid",,United Kingdom,,-1.0,8.0,239,tt5270356,,,,,
Tinker Bell and the Legend of the NeverBeast,2014,G,03 Mar 2015,76,Animation|Adventure|Family|Fantasy,Steve Loter,"Steve Loter (story), Tom Rogers (story), Tom Rogers (screenplay), Bob Schooley (screenplay), Mark McCorkle (screenplay), Kate Kondell (screenplay)","Ginnifer Goodwin, Mae Whitman, Rosario Dawson, Lucy Liu",English,USA,1 win & 1 nomination.,52.0,7.2,"7,851",tt3120408,132630.0,Tinker Bell and the Legend of the NeverBeast (2014),Adventure|Animation|Children,Tinker Bell and the Legend of the NeverBeast,2014.0
Schoolhouse Rock!,1973,TV-Y,06 Jan 1973,3,Animation|Short|Family,,,"Bob Dorough, Jack Sheldon, Lynn Ahrens",English,United States,4 wins & 4 nominations,-1.0,8.1,"3,854",tt0069627,,,,,
Race to the Center of the Earth,2021,TV-14,29 Mar 2021,-1,Adventure|Game-Show|Reality-TV,,,"Chris Payne Gilbert, David Bacon, Jeremy Conkling",English,United States,,-1.0,6.3,191,tt10370752,,,,,
Special Agent Oso,2009,TV-Y,04 Apr 2009,23,Animation|Action|Adventure,,Ford Riley,"Meghan Strange, Gary Anthony Williams, Sean Astin",English,"United States, United Kingdom, South Korea",3 nominations,-1.0,5.3,588,tt1124354,,,,,
X-Men: The Last Stand,2006,PG-13,26 May 2006,104,Action|Adventure|Sci-Fi,Brett Ratner,"Simon Kinberg, Zak Penn","Patrick Stewart, Hugh Jackman, Halle Berry",English,"United States, United Kingdom, Canada",7 wins & 40 nominations,58.0,6.7,"506,045",tt0376994,45499.0,X-Men: The Last Stand (2006),Action|Sci-Fi|Thriller,X-Men: The Last Stand,2006.0
The Incredible Hulk,1996,TV-Y7,08 Sep 1996,20,Animation|Action|Adventure,,"Jack Kirby, Stan Lee","Lou Ferrigno, Neal McDonough, John Vernon",English,United States,1 win,-1.0,6.8,"3,254",tt0115215,,,,,
Wander Over Yonder,2013,TV-Y7,13 Sep 2013,30,Animation|Adventure|Comedy,,Craig McCracken,"Jack McBrayer, April Winchell, Keith Ferguson",English,"Ireland, Canada, United States",Won 1 Primetime Emmy. 4 wins & 15 nominations total,-1.0,7.4,"4,157",tt2252938,,,,,
Star Wars Biomes,2021,G,04 May 2021,18,Short|Sci-Fi,,,,English,United States,,-1.0,6.5,638,tt14578676,,,,,
Star Wars Vehicle Flythroughs,2021,G,04 May 2021,-1,Sci-Fi,,,,English,United States,,-1.0,6.3,296,tt14578626,,,,,
Star Wars: The Bad Batch,2021,TV-PG,04 May 2021,-1,Animation|Action|Adventure,,"Jennifer Corbett, Dave Filoni","Ming-Na Wen, Dee Bradley Baker, Michelle Ang",English,United States,1 nomination,-1.0,7.9,"26,117",tt12708542,,,,,
Spider-Man: The Animated Series,1994,TV-Y,19 Nov 1994,23,Animation|Action|Adventure,,"Stan Lee, Steve Ditko","Christopher Daniel Barnes, Sara Ballantine, Edward Asner",English,United States,4 nominations,-1.0,8.4,"30,547",tt0112175,,,,,
22 vs. Earth,2021,G,30 Apr 2021,9,Animation|Short|Adventure,Kevin Nolting,Josh Cooley,"Tina Fey, Richard Ayoade, Alice Braga",English,United States,,-1.0,6.5,"3,877",tt14499632,,,,,
DuckTales,2017,TV-Y,12 Aug 2017,21,Animation|Action|Adventure,,"Francisco Angones, Matt Youngberg","David Tennant, Ben Schwartz, Danny Pudi",English,United States,2 wins & 21 nominations,-1.0,8.2,"9,203",tt5531466,,,,,
The Oklahoma Woman,1956,G,15 Jun 1956,73,Action|Drama|Western,Roger Corman,Lou Rusoff,"Richard Denning, Peggie Castle, Cathy Downs",English,United States,,-1.0,4.2,84,tt0049570,,,,,
Baby's Day Out,1994,PG,01 Jul 1994,99,Adventure|Comedy|Crime,Patrick Read Johnson,John Hughes,"Lara Flynn Boyle, Joe Mantegna, Joe Pantoliano",English,United States,,-1.0,6.2,"49,963",tt0109190,5096.0,Baby's Day Out (1994),Comedy,Baby's Day Out,1994.0
Being the Queen,2020,G,22 Nov 2020,-1,Documentary,Tom Jennings,"Tobiah Black (Writer), Laura Verklan (Writer)","Queen Elizabeth II, Prince Philip, Prince Charles, Princess Diana",English,USA,,-1.0,6.3,29,tt13237134,,,,,
Liv and Maddie,2013,TV-G,19 Jul 2013,22,Comedy|Drama|Family,,"John D. Beck, Ron Hart","Dove Cameron, Joey Bragg, Tenzing Norgay Trainor",English,United States,1 win & 10 nominations,-1.0,6.3,"8,218",tt2794380,,,,,
Secrets of the Whales,2021,TV-PG,22 Apr 2021,191,Documentary|Adventure,,,"Sigourney Weaver, Shane Gero",English,United States,Won 1 Primetime Emmy. 1 win & 4 nominations total,-1.0,8.6,527,tt12824750,,,,,
Big Shot,2021,TV-PG,16 Apr 2021,-1,Comedy|Drama|Sport,,"Brad Garrett, David E. Kelley, Dean Lorey","John Stamos, Jessalyn Gilsig, Richard Robichaux",English,United States,1 nomination,-1.0,7.6,"3,620",tt11238096,,,,,
Earth Moods,2021,TV-G,16 Apr 2021,30,Documentary|Adventure,,,,English,United States,,-1.0,8.0,155,tt14260676,,,,,
Rio,2011,PG,15 Apr 2011,96,Animation|Adventure|Comedy,Carlos Saldanha,"Carlos Saldanha, Earl Richey Jones, Todd R. Jones","Jesse Eisenberg, Anne Hathaway, George Lopez","English, Portuguese, Arabic",United States,Nominated for 1 Oscar. 3 wins & 31 nominations total,63.0,6.9,"221,629",tt1436562,86298.0,Rio (2011),Adventure|Animation|Children|Comedy,Rio,2011.0
The Kid Who Would Be King,2019,PG,25 Jan 2019,120,Action|Adventure|Family,Joe Cornish,Joe Cornish,"Louis Ashbourne Serkis, Denise Gough, Dean Chaumoo",English,"United Kingdom, United States",2 wins & 4 nominations,66.0,6.1,"16,432",tt6811018,198129.0,The Kid Who Would Be King (2019),Action|Adventure|Children|Fantasy,The Kid Who Would Be King,2019.0
Treasure Buddies,2012,G,31 Jan 2012,93,Comedy|Family,Robert Vince,"Robert Vince, Anna McRoberts, Kevin DiCicco (character created by: ""Air Bud""), Paul Tamasy (characters created by), Aaron Mendelsohn (characters created by)","Tucker Albrizzi, Adam Alexi-Malle, Tim Conway, Mason Cook",English,"USA, Canada",,-1.0,4.5,"1,678",tt1791658,122523.0,Treasure Buddies (2012),Children|Comedy,Treasure Buddies,2012.0
Cesar Millan: The Real Story,2012,G,25 Nov 2012,45,Documentary|Biography,Doug Shultz,"Erica Sashin, Doug Shultz","Jahira Dar, Lou Dimovitch, Tara King",English,United States,,-1.0,6.9,66,tt3249810,,,,,
Kick Buttowski: Suburban Daredevil,2010,TV-Y7,12 Feb 2010,23,Animation|Action|Adventure,,Sandro Corsaro,"Charlie Schlatter, Matt Jones, Danny Cooksey",English,United States,Nominated for 1 Primetime Emmy. 9 nominations total,-1.0,6.6,"4,800",tt1600757,,,,,
Mark Twain and Me,1991,G,22 Nov 1991,93,Biography|Drama,Daniel Petrie,"Dorothy Quick (book), Cynthia Whitcomb","Jason Robards, Talia Shire, R.H. Thomson, Fiona Reid",English,"Canada, USA",Won 2 Primetime Emmys. Another 4 wins & 5 nominations.,-1.0,6.8,124,tt0102404,,,,,
Ewoks: The Battle for Endor,1985,TV-G,24 Nov 1985,94,Adventure|Family|Fantasy|Sci-Fi,"Jim Wheat, Ken Wheat","Ken Wheat (screenplay), Jim Wheat (screenplay), George Lucas (story)","Wilford Brimley, Warwick Davis, Aubree Miller, Siân Phillips",English,USA,Won 1 Primetime Emmy. Another 2 nominations.,-1.0,5.5,"8,753",tt0089110,,,,,
Higglytown Heroes,2004,TV-Y,12 Sep 2004,30,Animation|Family,,"Denis Morella, George Evelyn, Holly Huckins","Robert Grovich, Frankie Ryan Manriquez, Liliana Mumy",English,"United States, South Korea",1 win & 1 nomination,-1.0,5.0,525,tt0406419,,,,,
The Island at the Top of the World,1974,G,20 Dec 1974,93,Adventure|Family|Fantasy,Robert Stevenson,"John Whedon, Donald G. Payne","David Hartman, Donald Sinden, Jacques Marin","English, Swedish, Norwegian, Danish, Icelandic, French",United States,Nominated for 1 Oscar. 1 nomination total,-1.0,6.2,"2,737",tt0071671,,,,,
Made in A Day,2020,G,,-1,Documentary,,,"Craig Whitney, Shawn Henson, Jat Dhillon",English,United States,,-1.0,8.0,24,tt12833474,,,,,
Night at the Museum,2006,PG,22 Dec 2006,108,Adventure|Comedy|Family,Shawn Levy,"Robert Ben Garant, Thomas Lennon, Milan Trenc","Ben Stiller, Carla Gugino, Ricky Gervais","English, Italian, Hebrew","United States, United Kingdom",2 wins & 8 nominations,48.0,6.4,"337,517",tt0477347,46972.0,Night at the Museum (2006),Action|Comedy|Fantasy|IMAX,Night at the Museum,2006.0
Sharks of the Bermuda Triangle,2020,G,01 Aug 2020,43,Documentary,,,"Austin Gallagher, Mike New, Yannis P. Papastamatiou",English,United States,,-1.0,6.1,22,tt13063526,,,,,
The Big Year,2011,PG,14 Oct 2011,100,Comedy,David Frankel,"Howard Franklin, Mark Obmascik","Owen Wilson, Jack Black, Steve Martin",English,United States,1 win,53.0,6.2,"44,612",tt1053810,,,,,
The Last Ice,2020,G,22 May 2020,83,Documentary,Scott Ressler,,,"English, Inuktitut, Greenlandic",United States,3 nominations,-1.0,7.3,84,tt12812506,,,,,
Third Man on the Mountain,1959,Approved,10 Nov 1959,107,Adventure|Drama|Family,Ken Annakin,"Eleanore Griffin, James Ramsey Ullman","Michael Rennie, James MacArthur, Janet Munro",English,"United States, United Kingdom",,-1.0,7.1,"1,031",tt0053352,,,,,
Walk the Prank,2016,TV-Y7,01 Apr 2016,22,Comedy|Reality-TV,,"Trevor Moore, Adam Small","Jennifer Aspinall, Cody Veith, Jillian Shea Spaeder",English,United States,8 nominations,-1.0,4.2,459,tt5486088,,,,,
Pickle and Peanut,2015,TV-Y7,07 Sep 2015,30,Animation|Short|Adventure,,"Noah Jones, Joel Trussell","Johnny Pemberton, Jon Heder, Joel Trussell",English,United States,1 win & 4 nominations,-1.0,3.7,"1,356",tt3824018,,,,,
The Mighty Ducks: Game Changers,2021,TV-PG,26 Mar 2021,-1,Comedy|Drama|Sport,,"Steven Brill, Josh Goldsmith, Cathy Yuspa","Lauren Graham, Brady Noon, Maxwell Simkins",English,United States,1 win & 1 nomination,-1.0,7.4,"4,454",tt7939768,,,,,
Mexico Untamed,2018,G,15 Sep 2018,44,Documentary,,,Juan Monsalvez,English,New Zealand,,-1.0,-1.0,22,tt10389464,,,,,
The Falcon and the Winter Soldier,2021,TV-14,19 Mar 2021,50,Action|Adventure|Drama,,Malcolm Spellman,"Anthony Mackie, Sebastian Stan, Wyatt Russell",English,United States,Nominated for 5 Primetime Emmys. 2 wins & 38 nominations total,-1.0,7.3,"192,218",tt9208876,,,,,
Doc McStuffins: The Doc Is In,2020,G,04 Dec 2020,23,Animation,Chris Anthony Hamilton,,"Laya DeLeon Hayes, Lara Jill Miller, Robbie Rist",English,United States,,-1.0,-1.0,-1,tt13522660,,,,,
Marvel Studios: Assembled,2021,TV-14,12 Mar 2021,58,Documentary,,,"Kevin Feige, Andy Park, Florence Pugh",English,United States,,-1.0,8.0,"2,164",tt14094206,,,,,
Miss Peregrine's Home for Peculiar Children,2016,PG-13,30 Sep 2016,127,Adventure|Drama|Family,Tim Burton,"Ransom Riggs, Jane Goldman","Eva Green, Asa Butterfield, Samuel L. Jackson",English,"United States, United Kingdom, Belgium, Canada",2 wins & 12 nominations,57.0,6.7,"167,697",tt1935859,162600.0,Miss Peregrine's Home for Peculiar Children (2016),Fantasy,Miss Peregrine's Home for Peculiar Children,2016.0
Own the Room,2021,TV-PG,12 Mar 2021,91,Documentary,"Cristina Costantini, Darren Foster",,"Alondra Toledo, Daniela Blanco, Henry Onyango",English,United States,2 nominations,68.0,6.8,221,tt14017018,,,,,
Garfield: A Tail of Two Kitties,2006,PG,16 Jun 2006,82,Animation|Adventure|Comedy,"Tim Hill, Steven Rimdzius","Joel Cohen, Alec Sokolow, Jim Davis","Breckin Meyer, Jennifer Love Hewitt, Billy Connolly",English,"United Kingdom, United States",4 nominations,37.0,5.0,"42,179",tt0455499,46337.0,Garfield: A Tail of Two Kitties (2006),Animation|Children|Comedy,Garfield: A Tail of Two Kitties,2006.0
Dog with a Blog,2012,TV-G,12 Oct 2012,22,Comedy|Drama|Family,,"Michael B. Kaplan, Philip Stark","Genevieve Hannelius, Blake Michael, Francesca Capaldi",English,United States,Nominated for 4 Primetime Emmys. 2 wins & 9 nominations total,-1.0,5.0,"6,099",tt2222135,,,,,
Mickey Go Local,2019,G,24 Jul 2019,-1,Animation|Short|Comedy,,,"Azran Bin Ahmad, Rozita Binti Mohamed Hussain, Shamsir Bin Mohd Shahar",None,Singapore,,-1.0,5.8,56,tt13845582,,,,,
Okavango: River of Dreams - Director's Cut,2020,G,26 Jan 2020,94,Documentary,"Beverly Joubert, Dereck Joubert",,,English,"Austria, South Africa",6 wins,-1.0,8.3,18,tt10023274,,,,,
Pair of Kings,2010,TV-Y7,10 Sep 2010,22,Comedy|Family|Fantasy,,"Dan Cross, David Hoge","Kelsey Asbille, Larramie Doc Shaw, Geno Segers",English,United States,Nominated for 2 Primetime Emmys. 2 wins & 3 nominations total,-1.0,5.9,"3,991",tt1571313,,,,,
Secrets of Sulphur Springs,2021,TV-PG,15 Jan 2021,24,Adventure|Drama|Family,,Tracey Thomson,"Preston Oliver, Kyliegh Curran, Elle Graham",English,United States,,-1.0,7.8,"2,506",tt10329642,,,,,
Cheaper by the Dozen,2003,PG,25 Dec 2003,98,Comedy|Family,Shawn Levy,"Frank B. Gilbreth Jr., Ernestine Gilbreth Carey, Craig Titley","Steve Martin, Bonnie Hunt, Hilary Duff",English,United States,2 wins & 7 nominations,46.0,5.9,"100,411",tt0349205,7161.0,Cheaper by the Dozen (2003),Children|Comedy,Cheaper by the Dozen,2003.0
Cheaper by the Dozen 2,2005,PG,21 Dec 2005,94,Adventure|Comedy|Family,Adam Shankman,"Sam Harper, Craig Titley, Frank B. Gilbreth Jr.","Steve Martin, Bonnie Hunt, Hilary Duff",English,"United States, Canada",1 win & 5 nominations,34.0,5.5,"57,721",tt0452598,42009.0,Cheaper by the Dozen 2 (2005),Adventure|Comedy,Cheaper by the Dozen 2,2005.0
Flora & Ulysses,2021,PG,19 Feb 2021,95,Adventure|Comedy|Family,Lena Khan,"Brad Copeland, Kate DiCamillo","Matilda Lawler, Alyson Hannigan, Ben Schwartz",English,United States,2 nominations,62.0,6.2,"5,807",tt8521736,,,,,
The Book of Life,2014,PG,17 Oct 2014,95,Animation|Adventure|Comedy,Jorge R. Gutiérrez,"Jorge R. Gutiérrez, Doug Langdale","Diego Luna, Zoe Saldana, Channing Tatum","English, Spanish",United States,3 wins & 29 nominations,67.0,7.2,"69,767",tt2262227,115664.0,The Book of Life (2014),Adventure|Animation|Romance,The Book of Life,2014.0
The Muppet Show,1976,TV-G,23 Apr 1977,30,Comedy|Family|Music,,"Jim Henson, Jack Burns","Jim Henson, Frank Oz, Richard Hunt",English,"United States, United Kingdom",Won 4 Primetime Emmys. 11 wins & 25 nominations total,-1.0,8.4,"24,184",tt0074028,,,,,
Marvel Battleworld: Mystery of the Thanostones,2020,G,17 Jun 2020,3,Animation|Action,,,"Rebecca Shoichet, Giles Panton, Ian Hanlin",English,United States,,-1.0,5.9,80,tt12583300,,,,,
Marvel's Behind the Mask,2021,TV-14,12 Feb 2021,64,Documentary,Mike Jacobs,,"Nicole J. Georges, Maggie Thompson",English,United States,,-1.0,6.4,415,tt13885628,,,,,
Expedition Everest,2020,G,30 Jun 2020,42,Documentary,,,,English,USA,,-1.0,7.3,36,tt13009970,,,,,
Upside-Down Magic,2020,TV-PG,31 Jul 2020,96,Family|Fantasy,Joe Nussbaum,"Nick Pustay (teleplay by), Josh A. Cagan (teleplay by), Sarah Mlynowski (based upon the novel ""Upside-Down Magic"" by), Lauren Myracle (based upon the novel ""Upside-Down Magic"" by), Emily Jenkins (novel)","Izabela Rose, Siena Agudong, Kyle Howard, Elie Samouhi",English,"USA, Canada",2 nominations.,-1.0,5.3,"1,091",tt10833270,,,,,
Dinosaurs,1991,TV-PG,26 Apr 1991,30,Comedy|Family|Fantasy,,"Michael Jacobs, Bob Young","Stuart Pankin, Jessica Walter, Jason Willinger",English,United States,Won 1 Primetime Emmy. 5 wins & 3 nominations total,-1.0,7.4,"18,478",tt0101081,,,,,
Pixar Popcorn,2021,TV-PG,22 Jan 2021,19,Animation|Short|Comedy,,,"Keegan-Michael Key, Jordan Peele, Craig T. Nelson",English,United States,,-1.0,6.6,"1,877",tt13634444,,,,,
Isle of Dogs,2018,PG-13,13 Apr 2018,101,Animation|Adventure|Comedy,Wes Anderson,"Wes Anderson, Roman Coppola, Jason Schwartzman","Bryan Cranston, Koyu Rankin, Edward Norton","English, Japanese","United States, Germany, United Kingdom",Nominated for 2 Oscars. 34 wins & 94 nominations total,82.0,7.8,"161,766",tt5104604,183897.0,Isle of Dogs (2018),Animation|Comedy,Isle of Dogs,2018.0
